[[0.001657058,0.000159357,-1.39E-09,1.39E-09,0.002386674,-1.99E-09,0.000119993,2.96E-08,-1.99E-10,1.20E-05,2.96E-09],
[-0.000161634,-0.001821632,6.46E-10,4.78E-09,-0.001627729,-1.43E-10,-0.066287666,-4.17E-09,-1.43E-11,-0.006628767,-4.17E-10],
[-5.06E-09,-1.11E-09,0.001868317,0.000757669,-9.93E-09,0.03838256,-4.35E-10,0.007002318,0.003838256,-4.35E-11,0.000700232],
[-1.21E-07,-3.13E-08,0.018004233,0.001728884,-2.66E-07,-0.000659387,-8.26E-09,-0.055534529,-6.59E-05,-8.26E-10,-0.005553453],
[0.120834316,-0.05053384,-3.22E-07,-4.66E-07,-0.763659529,6.71E-07,-0.001268803,-9.93E-06,6.71E-08,-0.00012688,-9.93E-07],
[0.001200124,0.078186365,-5.14E-09,-1.62E-08,0.003945585,-2.22E-09,-0.003875377,3.09E-08,-2.22E-10,-0.000387538,3.09E-09],
[-1.79E-07,-4.35E-08,0.113785528,0.005139712,-3.73E-07,-0.007915115,-1.15E-08,0.101105143,-0.000791512,-1.15E-09,0.010110514],
[-4.10E-09,-9.17E-09,0.002775576,0.27286246,-6.59E-09,0.022553967,1.65E-08,0.00350873,0.002255397,1.65E-09,0.000350873],
[-0.006796168,-0.000115973,1.74E-08,-6.59E-09,0.260771898,1.03E-08,0.018713426,-1.49E-07,1.03E-09,0.001871343,-1.49E-08],
[5.54E-09,1.02E-09,-0.002607954,0.022553967,1.03E-08,0.84150848,-1.65E-09,-0.00670872,0.084150848,-1.65E-10,-0.000670872],
[-0.000182208,0.00944591,1.50E-10,1.65E-08,0.018713426,-1.65E-09,0.567530788,-3.44E-09,-1.65E-10,0.056753079,-3.44E-10],
[-8.38E-08,-1.54E-08,0.023233793,0.00350873,-1.49E-07,-0.00670872,-3.44E-09,0.642328428,-0.000670872,-3.44E-10,0.064232843],
[0.028243847,0.016969939,-6.66E-07,5.58E-08,0.08404272,-1.17E-07,-0.016951951,1.55E-06,-1.17E-08,-0.001695195,1.55E-07],
[-0.001535763,0.256428438,1.03E-08,7.05E-09,-0.004061557,3.24E-09,0.013321287,-4.62E-08,3.24E-10,0.001332129,-4.62E-09],
[1.69E-07,4.86E-08,0.230672548,-0.002364136,3.91E-07,0.005307161,1.16E-08,-0.07787135,0.000530716,1.16E-09,-0.007787135]]
